,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_violent_recid,decile_score,v_decile_score,priors_count,start,end,event,two_year_recid,labels
4464,23,0,0,0,0,3,1,9,8,3,43,104,1,1,1
2078,27,0,0,0,0,0,0,8,4,0,6,85,1,1,1
3085,52,0,0,0,0,3,0,3,1,3,30,91,1,1,0
4076,21,0,1,0,0,1,1,10,9,1,5,81,1,1,1
1726,25,0,0,0,1,7,0,9,6,7,2,55,1,1,1
2775,51,0,0,0,0,9,0,9,5,9,34,301,1,1,1
529,25,0,0,1,0,1,0,3,3,1,0,224,1,1,0
4508,51,0,0,0,0,17,0,8,2,17,0,82,1,1,1
6074,26,0,0,0,0,3,1,7,9,3,46,218,1,1,1
2551,21,0,0,0,0,0,0,8,7,0,0,244,1,1,1
6668,30,0,0,0,1,8,1,8,4,8,0,78,1,1,1
2865,27,0,0,0,0,3,0,3,3,3,11,139,1,1,0
4915,26,0,0,0,0,3,1,4,5,3,1,66,1,1,0
2708,51,0,0,0,0,8,0,6,7,8,0,39,1,1,1
7108,33,0,0,0,0,4,0,7,6,4,16,115,1,1,1
5933,25,0,0,0,1,6,1,7,7,6,1,297,1,1,1
524,20,0,0,0,0,0,0,4,6,0,0,233,1,1,0
6546,21,0,0,0,0,1,0,6,6,1,0,459,1,1,1
4731,32,0,0,0,1,7,0,6,7,7,50,282,0,1,1
3809,25,0,0,1,0,2,0,7,3,2,0,67,1,1,1
6950,40,0,0,0,0,8,0,4,5,8,0,102,1,1,0
3414,41,0,0,0,0,4,0,1,1,4,0,471,1,1,0
1215,34,0,0,0,1,3,0,6,3,3,0,118,1,1,1
5312,21,0,0,2,1,3,1,9,6,3,0,134,1,1,1
6620,66,0,0,0,0,5,0,2,1,5,0,318,1,1,0
2391,49,0,0,0,0,10,0,6,3,10,43,47,1,1,1
3195,24,0,0,0,0,1,1,2,5,1,0,268,1,1,0
3227,20,0,0,1,0,1,1,8,10,1,0,4,1,1,1
2487,27,0,0,0,0,1,0,7,8,1,625,890,1,1,1
3890,30,0,0,0,0,0,0,3,2,0,0,150,1,1,0
917,21,0,0,0,0,2,1,9,6,2,0,49,1,1,1
1263,31,0,0,0,0,4,0,3,4,4,0,204,1,1,0
2493,46,0,0,0,0,0,0,7,1,0,0,477,0,1,1
5254,29,0,0,0,0,6,0,6,3,6,0,301,1,1,1
6253,29,0,0,0,0,3,0,2,2,3,0,481,1,1,0
5303,43,0,0,0,0,0,0,1,1,0,0,440,1,1,0
1296,20,0,0,0,0,0,0,8,7,0,0,32,1,1,1
4772,39,0,0,0,0,19,0,6,1,19,0,1,0,1,1
3386,36,0,1,0,0,26,0,8,4,26,0,141,1,1,1
3134,37,0,0,0,0,10,0,7,2,10,0,125,1,1,1
6857,48,0,0,0,0,11,0,4,4,11,0,16,1,1,0
4584,22,0,0,0,0,1,0,5,6,1,0,41,1,1,1
503,66,0,0,0,0,33,0,6,2,33,14,383,1,1,1
1400,38,0,0,0,0,14,1,10,3,14,4,29,0,1,1
978,21,0,0,0,1,0,0,8,9,0,1,170,1,1,1
4822,22,0,0,0,0,1,0,4,5,1,0,246,1,1,0
2692,41,0,0,0,0,25,1,9,9,25,185,292,0,1,1
713,50,0,0,0,0,18,0,8,6,18,248,255,0,1,1
2086,42,0,0,0,0,1,0,4,3,1,0,255,1,1,0
2231,34,0,0,0,0,5,0,4,3,5,4,341,1,1,0
3363,29,0,0,0,0,5,0,8,7,5,0,606,1,1,1
2250,25,0,0,1,0,21,0,10,10,21,0,138,0,1,1
2830,23,0,0,0,0,0,1,8,8,0,1,21,0,1,1
4373,29,0,0,0,0,0,0,2,3,0,0,66,0,1,0
4304,25,0,0,0,0,9,0,9,8,9,412,547,1,1,1
2269,28,0,0,0,0,9,0,3,4,9,15,91,1,1,0
2055,33,0,0,0,0,11,0,6,2,11,44,444,1,1,1
5043,28,0,0,2,0,7,0,7,9,7,1,31,0,1,1
4406,38,0,0,0,0,2,0,7,6,2,9,11,1,1,1
5375,20,0,0,0,0,0,0,5,6,0,1,121,1,1,1
6199,28,0,0,0,0,4,0,7,6,4,6,567,1,1,1
2611,35,0,0,0,0,10,0,4,5,10,0,392,1,1,0
2722,22,0,0,0,0,0,0,4,5,0,0,8,1,1,0
1231,42,0,0,0,0,0,1,1,1,0,0,31,1,1,0
3815,24,0,0,0,0,11,0,9,5,11,50,213,1,1,1
1035,43,0,0,0,0,0,1,1,1,0,0,256,1,1,0
2498,47,0,0,0,0,0,0,1,1,0,0,338,1,1,0
3577,25,0,1,2,0,9,1,9,9,9,0,43,1,1,1
2632,34,0,1,0,0,11,0,8,4,11,0,39,0,1,1
5166,19,0,0,0,0,1,1,4,7,1,3,148,1,1,0
2555,30,0,0,0,0,11,0,8,4,11,2,94,1,1,1
2823,52,0,0,0,0,7,0,9,3,7,3,508,1,1,1
346,32,0,0,1,0,12,1,9,7,12,1,361,1,1,1
5858,32,0,0,1,0,13,0,8,9,13,0,521,1,1,1
2503,53,0,0,0,0,2,0,2,1,2,7,130,1,1,0
6658,24,0,0,0,2,0,0,9,9,0,6,35,1,1,1
3882,28,0,0,0,0,7,1,3,2,7,0,403,1,1,0
650,31,0,0,0,0,0,0,8,8,0,1,88,1,1,1
3106,25,0,0,13,1,21,0,9,9,21,118,254,1,1,1
1711,34,0,0,0,0,7,0,6,2,7,0,236,1,1,1
6537,27,0,0,0,0,2,1,6,4,2,3,260,1,1,1
6094,24,0,0,0,0,8,0,7,7,8,49,354,1,1,1
757,47,0,0,0,0,19,0,10,2,19,30,111,0,1,1
7116,22,0,0,0,1,1,0,7,7,1,1,114,1,1,1
2286,27,0,0,0,0,2,0,4,3,2,0,147,0,1,0
2594,21,0,1,0,0,1,0,10,10,1,1,237,1,1,1
531,25,0,0,1,0,6,0,4,5,6,3,208,1,1,0
5576,26,0,0,0,0,7,0,10,9,7,2,14,1,1,1
6281,52,0,0,0,0,0,0,7,3,0,0,362,1,1,1
357,26,0,0,0,1,6,0,10,10,6,4,221,1,1,1
7007,26,0,0,0,0,4,0,3,2,4,0,153,0,1,0
5987,28,0,0,0,0,0,1,3,3,0,15,111,1,1,0
3169,26,0,0,0,0,2,1,2,3,2,4,257,0,1,0
6900,27,0,0,0,0,15,0,10,5,15,48,50,1,1,1
5222,33,0,4,0,0,12,0,10,7,12,0,347,1,1,1
191,32,0,0,0,0,13,0,10,7,13,0,289,1,1,1
6646,34,0,0,0,0,2,0,3,2,2,0,367,1,1,0
1213,36,0,0,0,0,1,0,8,4,1,30,39,1,1,1
5116,22,0,0,0,0,1,0,9,8,1,0,189,1,1,1
3146,57,0,0,0,0,23,1,8,7,23,29,272,0,1,1
6650,29,0,0,0,0,6,0,6,4,6,0,67,0,1,1
3398,46,0,1,0,0,8,0,4,5,8,0,260,1,1,0
4365,39,0,0,0,0,0,0,4,1,0,0,177,1,1,0
730,45,0,0,0,0,0,0,4,2,0,2,102,1,1,0
6141,32,0,0,0,0,3,0,8,3,3,0,6,1,1,1
2955,21,0,0,0,0,0,0,7,7,0,2,64,0,1,1
2843,23,0,0,0,0,2,0,8,9,2,6,47,0,1,1
474,20,0,0,0,0,1,1,10,10,1,2,80,0,1,1
2156,29,0,0,0,0,3,0,2,3,3,0,340,1,1,0
301,39,0,0,0,0,6,0,3,1,6,2,48,1,1,0
3216,25,0,0,0,0,4,0,7,4,4,0,259,1,1,1
2528,22,0,0,0,0,1,0,3,6,1,14,678,1,1,0
6255,20,0,0,0,0,2,0,8,7,2,32,238,1,1,1
2202,54,0,0,0,0,6,0,7,1,6,13,35,1,1,1
2599,48,0,0,0,0,7,0,7,3,7,2,7,1,1,1
2280,23,0,0,0,0,1,0,2,3,1,0,346,1,1,0
4176,41,0,2,0,0,16,0,7,5,16,0,349,1,1,1
2580,38,0,0,0,0,1,0,1,1,1,0,543,1,1,0
4230,59,0,0,0,0,15,0,6,2,15,14,156,0,1,1
3289,45,0,0,0,0,13,1,7,6,13,5,18,0,1,1
2242,31,0,0,0,0,2,0,5,4,2,0,365,1,1,1
2976,27,0,0,0,0,2,1,5,6,2,7,289,1,1,1
2723,19,0,1,0,1,1,1,10,10,1,0,64,0,1,1
3192,27,0,0,0,0,1,0,2,3,1,1,103,0,1,0
1056,22,0,0,0,0,5,0,8,5,5,18,194,0,1,1
3747,22,0,0,0,1,2,0,3,6,2,0,82,1,1,0
1799,21,0,0,0,0,3,1,6,6,3,0,34,1,1,1
6624,25,0,0,0,0,3,0,3,4,3,5,263,1,1,0
2709,27,0,0,0,0,5,0,3,4,5,3,58,1,1,0
6292,34,0,0,0,0,5,0,2,1,5,8,265,1,1,0
3520,19,0,0,0,0,1,1,9,7,1,0,15,1,1,1
2689,55,0,0,0,0,0,0,1,1,0,1,88,1,1,0
6785,31,0,0,0,0,9,1,8,8,9,26,86,1,1,1
984,30,0,0,0,0,6,1,5,3,6,2,132,0,1,1
3805,22,0,0,0,0,1,0,7,5,1,5,304,1,1,1
4316,29,0,1,0,0,3,0,9,6,3,0,503,1,1,1
5402,26,0,0,0,0,6,1,6,5,6,2,7,1,1,1
4046,50,0,0,0,0,12,1,6,3,12,0,316,1,1,1
6216,20,0,0,0,0,0,1,5,7,0,0,159,1,1,1
956,29,0,0,0,1,10,0,7,5,10,22,377,1,1,1
3463,25,0,0,0,0,1,0,4,5,1,0,42,1,1,0
2916,26,0,0,0,0,6,0,9,7,6,1,288,1,1,1
6667,34,0,0,0,0,6,0,3,1,6,0,74,0,1,0
1118,33,0,0,0,1,12,0,9,7,12,1,135,1,1,1
1853,26,0,2,1,0,8,1,10,7,8,0,241,0,1,1
2773,36,0,0,0,0,5,1,5,3,5,0,214,1,1,1
2386,41,0,0,0,0,3,0,4,2,3,0,173,1,1,0
3998,33,0,0,0,0,17,1,10,10,17,0,388,1,1,1
569,35,0,0,0,0,6,1,2,1,6,0,576,1,1,0
6518,45,0,0,0,0,1,0,1,1,1,0,94,1,1,0
5568,47,0,0,0,0,4,0,4,4,4,0,460,1,1,0
4426,19,0,0,0,0,0,1,4,6,0,0,242,1,1,0
3508,37,0,0,0,0,3,0,1,1,3,0,367,1,1,0
1978,29,0,0,0,0,8,0,8,4,8,13,35,0,1,1
274,66,0,0,0,0,8,0,6,1,8,0,571,1,1,1
5824,20,0,0,0,0,0,0,4,6,0,0,277,1,1,0
4170,37,0,0,0,0,12,0,9,8,12,0,173,0,1,1
2186,38,0,0,5,0,37,1,7,2,37,30,138,1,1,1
6458,48,0,0,0,0,0,1,6,1,0,9,622,1,1,1
6953,24,0,1,0,1,1,0,6,7,1,0,251,1,1,1
1057,21,0,0,0,0,0,1,10,9,0,0,51,1,1,1
1489,25,0,0,0,0,8,1,10,10,8,1,14,0,1,1
3807,42,0,0,0,0,0,0,1,1,0,31,39,1,1,0
1907,28,0,0,0,0,5,0,4,3,5,0,146,1,1,0
6952,21,0,0,1,0,1,0,4,7,1,0,79,1,1,0
1915,22,0,0,0,0,3,0,6,5,3,2,17,0,1,1
4987,20,0,2,2,0,4,0,9,9,4,1,68,0,1,1
1645,22,0,0,0,1,13,0,10,9,13,0,4,1,1,1
802,36,0,0,0,0,3,0,2,1,3,0,376,1,1,0
2832,42,0,0,0,0,1,1,6,3,1,6,21,0,1,1
5293,23,0,1,0,0,2,0,9,10,2,1,294,1,1,1
3368,36,0,0,2,1,25,0,10,3,25,1,31,0,1,1
55,24,0,0,0,0,2,0,4,4,2,1,575,1,1,0
3976,29,0,0,0,0,6,0,7,4,6,0,512,1,1,1
6753,23,0,0,0,0,1,0,3,4,1,0,112,1,1,0
4606,22,0,0,0,0,0,0,5,6,0,1,140,1,1,1
1387,26,0,0,0,0,3,0,3,3,3,0,554,1,1,0
2464,22,0,0,0,0,1,0,6,4,1,1,110,1,1,1
6015,30,0,0,0,0,11,0,7,3,11,6,64,1,1,1
1340,31,0,0,0,0,3,0,5,2,3,0,464,1,1,1
2760,36,0,0,0,0,10,0,10,5,10,32,96,0,1,1
1171,21,0,0,0,0,0,0,3,6,0,1,681,1,1,0
2289,28,0,0,0,0,4,0,2,2,4,1,704,1,1,0
1893,33,0,0,0,0,2,0,2,2,2,0,347,1,1,0
2110,20,0,0,0,0,0,0,9,7,0,0,66,1,1,1
386,37,0,0,0,0,23,0,9,4,23,16,23,1,1,1
5605,20,0,0,1,0,1,0,10,8,1,0,4,1,1,1
1374,23,0,0,0,0,0,0,7,5,0,5,5,1,1,1
272,23,0,0,0,0,0,0,4,4,0,3,468,1,1,0
3952,33,0,0,0,0,2,0,9,5,2,27,755,1,1,1
6768,24,0,0,0,0,1,0,4,5,1,0,88,1,1,0
444,24,0,0,0,0,1,1,2,4,1,1,267,1,1,0
588,21,0,4,0,0,4,0,7,8,4,0,622,1,1,1
7083,22,0,0,1,0,8,1,4,6,8,38,42,0,1,0
2845,24,0,0,0,0,0,0,6,4,0,1,138,1,1,1
2043,23,0,0,0,0,3,0,6,5,3,1,213,1,1,1
4851,20,0,0,0,0,0,1,10,10,0,11,274,1,1,1
2659,28,0,0,0,0,2,0,5,6,2,1,714,1,1,1
4306,51,0,0,0,1,12,1,8,3,12,0,640,1,1,1
1554,20,0,0,0,3,2,0,10,9,2,22,36,0,1,1
816,28,0,0,0,0,14,1,7,8,14,0,295,1,1,1
3571,24,0,0,0,0,4,0,9,8,4,5,24,1,1,1
2919,30,0,0,0,0,5,0,4,6,5,180,219,1,1,0
5649,24,0,0,0,1,6,0,9,8,6,46,183,1,1,1
4788,36,0,0,0,0,2,0,6,6,2,2,148,1,1,1
5004,24,0,0,1,0,3,0,10,10,3,0,37,0,1,1
226,27,0,0,0,0,11,0,10,9,11,222,433,1,1,1
4995,49,0,0,0,0,1,1,1,1,1,0,410,1,1,0
3377,21,0,1,0,0,7,0,10,10,7,10,331,0,1,1
1371,28,0,0,0,1,2,0,4,5,2,0,287,0,1,0
987,27,0,0,0,0,3,1,3,2,3,0,85,1,1,0
4484,22,0,0,0,0,0,0,6,8,0,1,402,1,1,1
5357,24,0,0,0,0,0,1,5,5,0,0,170,1,1,1
5161,47,0,0,0,0,12,0,6,3,12,0,198,1,1,1
3249,32,0,0,3,0,10,0,6,5,10,3,54,0,1,1
405,27,0,0,0,0,9,1,8,8,9,51,55,0,1,1
112,33,0,0,0,0,5,0,5,2,5,0,345,1,1,1
6285,20,0,0,0,4,2,0,5,7,2,0,97,1,1,1
6179,45,0,0,0,0,0,0,3,1,0,1,253,0,1,0
4921,20,0,0,0,0,0,0,6,6,0,1,643,1,1,1
3729,36,0,10,0,0,14,0,7,5,14,173,211,1,1,1
4730,24,0,0,0,0,1,1,3,3,1,0,350,1,1,0
6568,23,0,0,1,0,3,0,5,7,3,5,220,1,1,1
6017,47,0,0,0,0,13,0,2,1,13,0,247,1,1,0
4195,30,0,0,0,0,0,0,4,2,0,0,303,1,1,0
5144,40,0,0,0,0,11,1,3,2,11,0,169,1,1,0
5099,22,0,0,0,1,0,0,7,8,0,1,276,1,1,1
7043,28,0,0,0,0,2,0,2,3,2,0,32,1,1,0
865,25,0,0,0,0,0,1,9,8,0,9,67,1,1,1
5453,43,0,0,0,0,15,1,9,6,15,0,48,1,1,1
701,26,0,0,0,0,10,0,6,4,10,0,371,1,1,1
1463,25,0,0,0,0,5,0,9,7,5,1,60,1,1,1
384,22,0,0,0,0,4,1,9,9,4,574,714,1,1,1
3534,32,0,0,0,0,8,0,10,5,8,2,57,1,1,1
2511,27,0,0,0,0,2,0,5,4,2,8,448,1,1,1
3848,22,0,0,0,0,0,0,4,5,0,0,278,1,1,0
7207,30,0,0,0,0,0,0,2,2,0,0,529,1,1,0
1975,32,0,0,0,0,21,0,9,8,21,63,166,1,1,1
7189,34,0,0,0,0,3,0,2,2,3,1,490,1,1,0
3802,43,0,0,0,0,8,0,7,5,8,363,720,1,1,1
4815,20,0,1,1,1,4,1,10,7,4,0,13,1,1,1
4459,22,0,0,0,0,0,0,3,5,0,149,166,0,1,0
3415,37,0,0,0,0,0,1,1,1,0,0,508,1,1,0
5318,19,0,1,2,0,3,1,10,9,3,0,412,1,1,1
4975,33,0,0,2,2,16,0,9,6,16,5,155,0,1,1
3660,27,0,0,0,0,6,0,7,6,6,2,30,0,1,1
255,22,0,0,0,0,3,1,9,9,3,0,33,1,1,1
3357,53,0,0,0,0,6,0,6,3,6,7,18,1,1,1
6251,20,0,1,0,0,1,1,3,6,1,0,39,0,1,0
5928,22,0,0,0,0,1,0,7,5,1,0,116,1,1,1
567,27,0,0,0,0,5,0,4,9,5,64,310,1,1,0
1635,49,2,0,0,0,2,0,2,1,2,0,915,0,0,0
2376,44,2,3,0,0,16,0,7,3,16,81,1161,0,0,1
4562,26,2,0,0,0,0,0,4,3,0,2,843,0,0,0
2577,33,2,0,0,0,3,0,6,6,3,0,1162,0,0,1
475,51,2,0,0,0,0,0,1,1,0,35,1152,0,0,0
5209,36,2,0,0,0,2,0,1,1,2,0,1088,0,0,0
5984,26,2,0,0,0,0,0,5,4,0,0,1131,0,0,1
4564,28,2,0,0,0,1,0,2,2,1,1,1105,0,0,0
1669,45,2,0,0,0,1,0,2,1,1,0,1117,0,0,0
2333,28,2,0,0,0,0,0,3,2,0,13,749,0,0,0
3375,40,2,1,0,0,9,0,9,6,9,0,877,0,0,1
6320,43,2,0,0,0,0,0,1,1,0,1,974,0,0,0
3640,25,2,0,0,0,1,0,3,4,1,42,60,0,0,0
3983,28,2,0,0,0,0,0,2,2,0,0,851,0,0,0
2018,35,2,0,0,1,1,0,2,1,1,0,1038,0,0,0
6046,31,2,0,0,0,1,0,2,2,1,0,1100,0,0,0
5513,46,2,0,0,0,1,0,1,1,1,0,766,0,0,0
491,30,2,0,0,0,0,0,2,2,0,0,938,0,0,0
4768,39,2,0,0,0,0,0,2,1,0,0,875,0,0,0
7199,23,2,0,0,0,0,0,8,6,0,2,913,0,0,1
1001,44,2,0,0,0,6,0,3,1,6,0,1106,0,0,0
2174,63,2,0,0,0,0,0,1,1,0,0,1144,0,0,0
97,54,2,0,0,0,0,0,1,1,0,0,1082,0,0,0
6851,31,2,0,0,0,0,0,1,1,0,81,1100,0,0,0
1788,43,2,0,0,0,4,0,2,4,4,2,1062,0,0,0
2595,31,2,0,0,0,6,0,7,3,6,9,799,0,0,1
2601,24,2,0,0,0,1,0,3,4,1,0,1184,0,0,0
5452,27,2,0,0,0,6,0,10,9,6,0,286,0,0,1
2030,24,2,0,0,0,1,0,5,4,1,0,955,0,0,1
5668,77,2,0,0,0,1,0,1,1,1,2,956,0,0,0
1732,56,2,0,0,0,4,0,1,1,4,7,806,0,0,0
7048,44,2,0,0,0,1,0,1,1,1,0,1087,0,0,0
2342,36,2,0,0,0,9,0,7,3,9,0,665,0,0,1
4214,42,2,0,0,0,3,0,5,1,3,0,574,0,0,1
5435,39,2,0,0,0,3,0,3,1,3,0,1085,0,0,0
3095,28,2,0,0,0,3,0,8,3,3,0,1144,0,0,1
1142,31,2,0,0,0,3,0,5,7,3,0,161,0,0,1
4305,47,2,0,0,0,2,0,4,1,2,0,189,0,0,0
10,27,2,0,0,0,0,0,4,4,0,0,857,0,0,0
3093,39,2,0,0,0,1,0,1,1,1,0,968,0,0,0
6943,34,2,0,0,0,11,0,4,3,11,0,798,0,0,0
3097,26,2,0,0,0,0,0,5,3,0,0,844,0,0,1
4147,26,2,0,0,0,2,0,5,4,2,0,1074,0,0,1
2372,53,2,0,0,0,0,0,1,1,0,0,837,0,0,0
1289,45,2,0,0,0,0,0,2,2,0,2,936,0,0,0
5651,44,2,0,0,0,4,0,3,4,4,0,1089,0,0,0
1699,35,2,0,0,0,4,0,3,4,4,0,807,0,0,0
2667,55,2,0,0,0,0,0,1,1,0,0,281,0,0,0
2676,27,2,0,0,0,1,0,3,2,1,0,755,0,0,0
4558,20,2,0,0,5,0,0,4,7,0,0,890,0,0,0
4384,42,2,0,0,0,0,0,4,1,0,0,843,0,0,0
1106,46,2,0,0,0,1,0,1,1,1,0,980,0,0,0
2334,67,2,0,0,0,3,0,1,1,3,0,1161,0,0,0
2729,40,2,0,0,0,4,0,4,1,4,1,564,0,0,0
5279,31,2,0,0,0,1,0,2,1,1,0,1039,0,0,0
2347,46,2,0,0,0,4,0,2,1,4,0,1115,0,0,0
6644,35,2,0,0,0,0,0,2,2,0,0,960,0,0,0
7140,25,2,4,0,0,5,1,8,7,5,9,742,1,0,1
4423,24,2,0,0,0,0,0,10,6,0,0,111,0,0,1
5277,33,2,0,0,0,2,0,3,1,2,1,964,0,0,0
2431,75,2,0,0,0,2,0,1,1,2,0,780,0,0,0
556,63,2,0,0,0,1,0,1,1,1,0,791,0,0,0
1136,37,2,0,0,0,0,0,1,2,0,0,788,0,0,0
6827,61,2,0,0,0,15,0,6,2,15,0,862,0,0,1
1274,53,2,0,0,0,4,0,1,1,4,0,129,0,0,0
4632,25,2,0,0,1,3,0,7,5,3,7,1089,0,0,1
4633,52,2,0,0,0,0,0,1,1,0,0,974,0,0,0
1765,43,2,0,0,0,0,0,2,1,0,0,1052,0,0,0
2748,35,2,0,0,0,2,0,4,2,2,0,968,0,0,0
2046,46,2,0,0,1,2,0,4,1,2,2,753,1,0,0
2399,66,2,0,0,0,1,0,1,2,1,0,331,0,0,0
1190,47,2,0,0,0,2,0,1,1,2,0,1092,0,0,0
4957,48,2,0,0,0,0,0,2,1,0,1,236,0,0,0
859,21,2,0,0,0,0,0,5,7,0,0,1067,0,0,1
6283,54,2,0,0,0,0,0,2,1,0,1,858,0,0,0
1496,72,2,0,0,0,1,0,1,1,1,0,1019,0,0,0
1541,41,2,0,0,0,5,0,1,1,5,0,932,0,0,0
3860,41,2,0,0,0,0,0,1,1,0,0,880,0,0,0
723,41,2,0,0,0,2,0,2,2,2,0,771,0,0,0
1499,23,2,0,0,0,0,0,3,4,0,0,750,0,0,0
881,37,2,0,0,0,4,0,4,2,4,0,1130,0,0,0
6378,24,2,0,0,0,0,0,4,5,0,0,897,0,0,0
4066,49,2,0,0,0,3,0,4,2,3,0,198,0,0,0
672,59,2,0,0,0,2,0,3,1,2,0,26,0,0,0
3161,25,2,0,0,0,2,0,5,6,2,1,464,0,0,1
4592,28,2,0,0,0,2,0,7,8,2,0,104,0,0,1
1146,35,2,0,0,0,0,0,1,1,0,0,760,0,0,0
7192,32,2,0,0,0,0,0,2,1,0,0,932,0,0,0
4617,51,2,0,0,0,0,0,1,1,0,1,1117,0,0,0
4285,59,2,0,0,0,3,0,1,1,3,0,1052,0,0,0
6659,49,2,0,0,0,0,0,1,1,0,0,879,0,0,0
4773,38,2,0,0,0,0,0,1,1,0,0,947,0,0,0
5565,52,2,0,0,0,2,0,1,1,2,0,56,0,0,0
4394,35,2,0,0,0,4,0,7,2,4,1,847,0,0,1
668,33,2,0,0,0,5,0,5,2,5,0,801,0,0,1
6984,21,2,0,0,0,0,0,7,7,0,0,1104,0,0,1
5724,44,2,0,0,0,4,0,1,1,4,0,967,0,0,0
2813,53,2,0,0,0,1,0,1,1,1,0,751,0,0,0
3028,27,2,0,0,0,5,0,6,3,5,0,414,0,0,1
3727,26,2,0,0,0,1,0,3,4,1,0,318,0,0,0
173,37,2,0,0,0,6,0,10,4,6,0,417,0,0,1
3927,23,2,0,0,0,0,0,3,3,0,0,1104,0,0,0
3925,65,2,0,0,0,0,0,1,1,0,1,21,0,0,0
410,39,2,0,0,0,0,0,6,2,0,0,1016,0,0,1
6792,36,2,0,0,0,1,0,2,1,1,0,743,0,0,0
6993,23,2,0,0,0,0,0,6,7,0,1,972,0,0,1
4016,22,2,0,0,0,2,0,3,4,2,0,833,0,0,0
2662,26,2,0,0,0,0,0,2,3,0,2,762,1,0,0
6660,40,2,0,0,0,0,0,2,2,0,0,866,0,0,0
5350,60,2,0,0,0,0,0,1,1,0,0,1065,0,0,0
2671,26,2,0,0,0,0,0,2,3,0,0,1084,0,0,0
4793,34,2,0,0,0,5,0,2,2,5,1,303,0,0,0
202,44,2,0,0,0,4,0,4,4,4,1,1181,0,0,0
6535,20,2,0,0,0,1,0,4,6,1,0,779,0,0,0
449,24,2,0,0,0,0,0,1,2,0,0,840,0,0,0
3058,27,2,0,0,0,0,0,3,3,0,1,1140,0,0,0
3991,55,2,0,0,0,6,0,4,1,6,0,1001,0,0,0
3076,44,2,0,0,0,2,0,4,1,2,0,795,0,0,0
3914,32,2,0,0,0,2,0,1,1,2,1,138,0,0,0
6614,33,2,0,0,0,0,0,1,1,0,0,739,0,0,0
6109,56,2,0,0,0,5,0,1,1,5,0,737,0,0,0
3894,45,2,0,0,0,2,0,1,1,2,0,1131,0,0,0
3979,42,2,0,0,0,0,0,5,2,0,0,838,0,0,1
6207,24,2,0,0,0,0,0,2,3,0,1,1060,0,0,0
3075,47,2,0,0,0,0,0,1,1,0,0,1067,0,0,0
5291,32,2,0,0,0,6,0,8,8,6,0,774,0,0,1
1909,31,2,0,0,0,0,0,3,2,0,0,1031,0,0,0
5827,56,2,0,0,0,3,0,1,1,3,0,787,0,0,0
3234,29,2,0,0,0,1,0,4,2,1,13,1119,0,0,0
1345,34,2,0,0,0,2,0,2,2,2,0,1139,0,0,0
3557,54,2,0,0,0,1,0,2,1,1,0,1065,0,0,0
1105,25,2,0,0,2,4,0,10,7,4,0,150,0,0,1
2554,53,2,0,0,0,2,0,1,1,2,0,385,0,0,0
3884,50,2,0,0,0,0,0,1,1,0,0,787,0,0,0
6235,57,2,0,0,0,2,0,1,1,2,0,857,0,0,0
2479,42,2,0,0,0,0,0,1,1,0,0,927,0,0,0
3689,52,2,0,0,0,3,0,1,1,3,0,857,0,0,0
429,37,2,0,0,0,0,0,4,3,0,0,1169,0,0,0
2211,37,2,0,0,0,0,0,1,1,0,0,916,0,0,0
2054,48,2,0,0,0,2,1,8,5,2,3,183,0,0,1
3768,30,2,0,0,0,0,0,4,5,0,56,543,0,0,0
6452,44,2,0,0,0,0,0,1,1,0,0,848,1,0,0
3031,25,2,0,0,0,1,0,9,9,1,59,164,0,0,1
5354,20,2,0,0,0,1,0,5,6,1,0,912,0,0,1
3441,48,2,0,0,0,2,0,1,1,2,0,913,0,0,0
281,32,2,0,0,0,2,0,4,4,2,0,938,0,0,0
440,34,2,0,0,0,0,0,1,1,0,0,1054,0,0,0
882,50,2,0,0,0,1,0,1,1,1,0,746,1,0,0
3636,22,2,0,0,0,0,0,3,5,0,0,1086,0,0,0
4777,31,2,0,0,0,2,0,5,5,2,16,1109,0,0,1
3416,46,2,0,0,0,2,0,3,1,2,0,379,0,0,0
2850,51,2,0,0,0,0,0,1,1,0,0,963,0,0,0
3586,34,2,0,0,0,0,0,2,1,0,0,1086,0,0,0
1828,37,2,0,0,0,3,0,1,1,3,0,1075,0,0,0
2354,61,2,0,0,0,1,0,4,2,1,1,917,0,0,0
1220,47,2,0,0,0,0,0,1,1,0,0,923,0,0,0
935,25,2,0,0,0,1,0,5,3,1,0,257,0,0,1
6319,57,2,0,0,0,2,0,1,1,2,0,1149,0,0,0
2965,27,2,0,0,0,0,0,5,3,0,0,847,0,0,1
5315,24,2,0,0,0,0,0,5,5,0,1,1046,0,0,1
6182,52,2,0,0,0,7,0,2,2,7,0,1077,0,0,0
1250,57,2,0,0,0,0,0,2,2,0,1,909,0,0,0
6366,55,2,0,0,0,0,0,1,1,0,0,779,0,0,0
1656,28,2,0,0,0,0,0,2,2,0,0,225,0,0,0
959,38,2,0,0,0,2,0,1,1,2,0,84,0,0,0
6948,31,2,0,0,0,6,0,4,3,6,2,910,0,0,0
709,46,2,0,0,0,2,0,8,1,2,19,148,0,0,1
350,37,2,0,0,0,0,0,1,1,0,18,412,0,0,0
5635,47,2,0,0,0,11,0,4,3,11,0,106,0,0,0
2220,48,2,0,0,0,0,0,1,1,0,0,471,0,0,0
434,33,2,0,0,0,0,0,1,2,0,0,844,0,0,0
